0x1f490,0.041,0.184,0.776,0.735
0x1f30a,0.092,0.316,0.592,0.5
0x1f366,0.143,0.255,0.602,0.459
0x1f353,0.041,0.247,0.711,0.67
0x1f447,0.144,0.464,0.392,0.247
0x1f486,0.263,0.253,0.484,0.221
0x1f374,0.053,0.358,0.589,0.537
0x1f627,0.389,0.284,0.326,-0.063
0x1f1f8,0.096,0.298,0.606,0.511
0x1f62e,0.183,0.366,0.452,0.269
0x2593,0.032,0.925,0.043,0.011
0x1f6ab,0.538,0.363,0.099,-0.44
0x1f63d,0.132,0.165,0.703,0.571
0x1f308,0.066,0.352,0.582,0.516
0x1f640,0.165,0.341,0.495,0.33
0x26a0,0.187,0.692,0.121,-0.066
0x1f3ae,0.101,0.371,0.528,0.427
0x256f,0.23,0.552,0.218,-0.011
0x1f346,0.08,0.437,0.483,0.402
0x1f370,0.161,0.23,0.609,0.448
0x2713,0.115,0.483,0.402,0.287
0x1f450,0.395,0.233,0.372,-0.023
0x1f647,0.291,0.279,0.43,0.14
0x1f35f,0.174,0.349,0.477,0.302
0x1f34c,0.129,0.306,0.565,0.435
0x1f491,0.071,0.2,0.729,0.659
0x1f46c,0.353,0.353,0.294,-0.059
0x1f423,0.155,0.214,0.631,0.476
0x1f383,0.083,0.238,0.679,0.595
0x25ac,0.012,0.512,0.476,0.464
0xfffc,0.536,0.405,0.06,-0.476
0x1f61f,0.349,0.229,0.422,0.072
0x1f43e,0.111,0.173,0.716,0.605
0x1f393,0.1,0.238,0.663,0.563
0x1f3ca,0.038,0.35,0.613,0.575
0x1f36b,0.291,0.266,0.443,0.152
0x1f4f7,0.101,0.367,0.532,0.43
0x1f444,0.077,0.372,0.551,0.474
0x1f33c,0.026,0.169,0.805,0.779
0x1f6b6,0.377,0.39,0.234,-0.143
0x1f431,0.145,0.197,0.658,0.513
0x2551,0.013,0.829,0.158,0.145
0x1f438,0.333,0.413,0.253,-0.08
0x1f1fa,0.122,0.216,0.662,0.541
0x1f47f,0.658,0.219,0.123,-0.534
0x1f6ac,0.123,0.233,0.644,0.521
0x273f,0.041,0.534,0.425,0.384
0x1f4d6,0.268,0.296,0.437,0.169
0x1f412,0.028,0.423,0.549,0.521
0x1f30d,0.085,0.239,0.676,0.592
0x250a,0.014,0.014,0.972,0.958
0x1f425,0.071,0.271,0.657,0.586
0x1f300,0.159,0.58,0.261,0.101
0x1f43c,0.072,0.594,0.333,0.261
0x1f3a5,0.13,0.449,0.42,0.29
0x1f484,0.101,0.362,0.536,0.435
0x1f4b8,0.246,0.348,0.406,0.159
0x26d4,0.088,0.338,0.574,0.485
0x25cf,0.132,0.559,0.309,0.176
0x1f3c0,0.209,0.328,0.463,0.254
0x1f489,0.179,0.284,0.537,0.358
0x1f49f,0.061,0.197,0.742,0.682
0x1f697,0.138,0.492,0.369,0.231
0x1f62f,0.262,0.354,0.385,0.123
0x1f4dd,0.138,0.492,0.369,0.231
0x2550,0.015,0.954,0.031,0.015
0x2666,0.109,0.328,0.563,0.453
0x1f4ad,0.175,0.444,0.381,0.206
0x1f319,0.066,0.279,0.656,0.59
0x1f41f,0.049,0.213,0.738,0.689
0x1f463,0.115,0.426,0.459,0.344
0x261e,0.016,0.852,0.131,0.115
0x2702,0.574,0.311,0.115,-0.459
0x1f5ff,0.098,0.361,0.541,0.443
0x1f35d,0.283,0.317,0.4,0.117
0x1f46a,0.417,0.183,0.4,-0.017
0x1f36d,0.167,0.367,0.467,0.3
0x1f303,0.068,0.475,0.458,0.39
0x274c,0.254,0.22,0.525,0.271
0x1f430,0.086,0.241,0.672,0.586
0x1f48a,0.155,0.259,0.586,0.431
0x1f6a8,0.121,0.121,0.759,0.638
0x1f626,0.544,0.281,0.175,-0.368
0x1f36a,0.193,0.298,0.509,0.316
0x1f363,0.446,0.339,0.214,-0.232
0x256d,0.071,0.696,0.232,0.161
0x2727,0.036,0.607,0.357,0.321
0x1f386,0.055,0.182,0.764,0.709
0x256e,0.109,0.655,0.236,0.127
0x1f38e,0.019,0.056,0.926,0.907
0x1f1e9,0.037,0.315,0.648,0.611
0x2705,0.074,0.444,0.481,0.407
0x1f479,0.269,0.404,0.327,0.058
0x1f4f1,0.096,0.5,0.404,0.308
0x1f64d,0.577,0.173,0.25,-0.327
0x1f351,0.25,0.25,0.5,0.25
0x1f3bc,0.058,0.558,0.385,0.327
0x1f50a,0.096,0.404,0.5,0.404
0x1f30c,0.12,0.24,0.64,0.52
0x1f34e,0.14,0.4,0.46,0.32
0x1f43b,0.14,0.28,0.58,0.44
0x2500,0.02,0.82,0.16,0.14
0x2570,0.16,0.74,0.1,-0.06
0x1f487,0.163,0.347,0.49,0.327
0x266c,0.102,0.551,0.347,0.245
0x265a,0.02,0.918,0.061,0.041
0x1f534,0.042,0.521,0.438,0.396
0x1f371,0.542,0.229,0.229,-0.313
0x1f34a,0.146,0.292,0.563,0.417
0x1f352,0.146,0.396,0.458,0.313
0x1f42d,0.021,0.271,0.708,0.688
0x1f45f,0.125,0.333,0.542,0.417
0x1f30e,0.128,0.426,0.447,0.319
0x1f34d,0.17,0.191,0.638,0.468
0x1f42e,0.065,0.283,0.652,0.587
0x1f4f2,0.174,0.413,0.413,0.239
0x263c,0.065,0.674,0.261,0.196
0x1f305,0.156,0.333,0.511,0.356
0x1f1f7,0.044,0.244,0.711,0.667
0x1f460,0.156,0.333,0.511,0.356
0x1f33d,0.133,0.289,0.578,0.444
0x1f4a7,0.477,0.205,0.318,-0.159
0x2753,0.182,0.568,0.25,0.068
0x1f36c,0.205,0.227,0.568,0.364
0x1f63a,0.209,0.186,0.605,0.395
0x1f434,0.209,0.512,0.279,0.07
0x1f680,0.07,0.372,0.558,0.488
0xa6,0.186,0.047,0.767,0.581
0x1f4a2,0.163,0.442,0.395,0.233
0x1f3ac,0.07,0.581,0.349,0.279
0x1f367,0.233,0.233,0.535,0.302
0x1f35c,0.233,0.14,0.628,0.395
0x1f40f,0.07,0.302,0.628,0.558
0x1f418,0.233,0.512,0.256,0.023
0x1f467,0.256,0.349,0.395,0.14
0x2800,0.163,0.628,0.209,0.047
0x1f3c4,0.071,0.333,0.595,0.524
0x27a4,0.024,0.643,0.333,0.31
0x2b06,0.048,0.619,0.333,0.286
0x1f34b,0.171,0.415,0.415,0.244
0x1f197,0.171,0.122,0.707,0.537
0x26aa,0.025,0.5,0.475,0.45
0x1f4fa,0.1,0.425,0.475,0.375
0x1f345,0.25,0.15,0.6,0.35
0x26c5,0.125,0.3,0.575,0.45
0x1f422,0.175,0.45,0.375,0.2
0x1f459,0.1,0.3,0.6,0.5
0x1f3e1,0.154,0.256,0.59,0.436
0x1f33e,0.154,0.154,0.692,0.538
0x25c9,0.026,0.692,0.282,0.256
0x270f,0.105,0.447,0.447,0.342
0x1f42c,0.079,0.421,0.5,0.421
0x1f364,0.184,0.579,0.237,0.053
0x1f1f9,0.026,0.368,0.605,0.579
0x2663,0.132,0.395,0.474,0.342
0x1f41d,0.158,0.474,0.368,0.211
0x1f31d,0.162,0.486,0.351,0.189
0x1f1ee,0.027,0.351,0.622,0.595
0x1f50b,0.622,0.243,0.135,-0.486
0x1f40d,0.108,0.432,0.459,0.351
0x2654,0.027,0.405,0.568,0.541
0x1f373,0.389,0.194,0.417,0.028
0x1f535,0.139,0.417,0.444,0.306
0x1f63e,0.583,0.167,0.25,-0.333
0x1f315,0.111,0.222,0.667,0.556
0x1f428,0.139,0.278,0.583,0.444
0x1f510,0.194,0.278,0.528,0.333
0x1f4bf,0.028,0.333,0.639,0.611
0x2741,0.028,0.889,0.083,0.056
0x1f333,0.086,0.343,0.571,0.486
0x1f470,0.114,0.286,0.6,0.486
0x2740,0.029,0.543,0.429,0.4
0x2693,0.086,0.257,0.657,0.571
0x1f6b4,0.029,0.286,0.686,0.657
0x2580,0.314,0.514,0.171,-0.143
0x1f457,0.176,0.412,0.412,0.235
0x2795,0.147,0.176,0.676,0.529
0x1f4ac,0.152,0.333,0.515,0.364
0x2592,0.091,0.848,0.061,-0.03
0x1f51c,0.182,0.364,0.455,0.273
0x1f368,0.273,0.242,0.485,0.212
0x1f4b2,0.03,0.697,0.273,0.242
0x26fd,0.061,0.727,0.212,0.152
0x1f359,0.188,0.344,0.469,0.281
0x1f357,0.313,0.313,0.375,0.063
0x1f372,0.25,0.375,0.375,0.125
0x1f365,0.719,0.156,0.125,-0.594
0x25b8,0.031,0.719,0.25,0.219
0x265b,0.156,0.5,0.344,0.188
0x1f63c,0.194,0.258,0.548,0.355
0x1f419,0.097,0.419,0.484,0.387
0x1f468,0.097,0.29,0.613,0.516
0x1f35a,0.226,0.097,0.677,0.452
0x1f356,0.258,0.355,0.387,0.129
0x2668,0.032,0.065,0.903,0.871
0x1f3b9,0.032,0.581,0.387,0.355
0x2655,0.032,0.548,0.419,0.387
0x2583,0.032,0.032,0.935,0.903
0x1f698,0.3,0.333,0.367,0.067
0x1f34f,0.267,0.4,0.333,0.067
0x1f469,0.333,0.267,0.4,0.067
0x1f466,0.2,0.467,0.333,0.133
0x1f1ec,0.1,0.533,0.367,0.267
0x1f1e7,0.1,0.533,0.367,0.267
0x2620,0.267,0.5,0.233,-0.033
0x1f420,0.172,0.241,0.586,0.414
0x1f6b9,0.069,0.172,0.759,0.69
0x1f4b5,0.138,0.345,0.517,0.379
0x2730,0.034,0.138,0.828,0.793
0x2560,0.034,0.724,0.241,0.207
0x1f45b,0.179,0.286,0.536,0.357
0x1f699,0.214,0.536,0.25,0.036
0x1f331,0.036,0.357,0.607,0.571
0x1f4bb,0.071,0.607,0.321,0.25
0x1f30f,0.143,0.393,0.464,0.321
0x2584,0.321,0.429,0.25,-0.071
0x1f453,0.037,0.63,0.333,0.296
0x25c4,0.037,0.704,0.259,0.222
0x26be,0.37,0.296,0.333,-0.037
0x1f332,0.115,0.385,0.5,0.385
0x1f474,0.231,0.308,0.462,0.231
0x1f3e0,0.077,0.346,0.577,0.5
0x1f347,0.231,0.269,0.5,0.269
0x1f358,0.231,0.154,0.615,0.385
0x1f35b,0.346,0.269,0.385,0.038
0x1f407,0.192,0.385,0.423,0.231
0x1f51e,0.269,0.5,0.231,-0.038
0x1f475,0.231,0.115,0.654,0.423
0x25c0,0.038,0.654,0.308,0.269
0x1f519,0.115,0.577,0.308,0.192
0x1f335,0.269,0.269,0.462,0.192
0x1f43d,0.24,0.4,0.36,0.12
0x1f36e,0.44,0.24,0.32,-0.12
0x1f387,0.08,0.16,0.76,0.68
0x1f40e,0.12,0.36,0.52,0.4
0x2794,0.16,0.8,0.04,-0.12
0x1f4b6,0.16,0.68,0.16,0
0x1f424,0.08,0.32,0.6,0.52
0x2569,0.04,0.72,0.24,0.2
0x1f6c0,0.292,0.292,0.417,0.125
0x1f311,0.125,0.292,0.583,0.458
0x1f6b2,0.083,0.458,0.458,0.375
0x1f411,0.292,0.583,0.125,-0.167
0x1f3c1,0.042,0.417,0.542,0.5
0x1f35e,0.292,0.375,0.333,0.042
0x1f3be,0.125,0.208,0.667,0.542
0x255a,0.042,0.625,0.333,0.292
0x1f239,0.083,0.542,0.375,0.292
0x1f433,0.217,0.435,0.348,0.13
0x1f46e,0.478,0.391,0.13,-0.348
0x2639,0.652,0.217,0.13,-0.522
0x1f435,0.087,0.348,0.565,0.478
0x272a,0.043,0.609,0.348,0.304
0x25d5,0.043,0.478,0.478,0.435
0x1f5fc,0.087,0.304,0.609,0.522
0x2590,0.217,0.696,0.087,-0.13
0x2660,0.043,0.609,0.348,0.304
0x2533,0.478,0.391,0.13,-0.348
0x1f47a,0.409,0.364,0.227,-0.182
0x1f41a,0.091,0.591,0.318,0.227
0x1f442,0.364,0.409,0.227,-0.136
0x1f5fd,0.091,0.5,0.409,0.318
0x1f375,0.182,0.273,0.545,0.364
0x1f192,0.045,0.545,0.409,0.364
0x1f36f,0.364,0.227,0.409,0.045
0x1f43a,0.136,0.5,0.364,0.227
0x21e8,0.045,0.455,0.5,0.455
0x27a8,0.136,0.591,0.273,0.136
0x1f313,0.045,0.318,0.636,0.591
0x1f512,0.273,0.273,0.455,0.182
0x256c,0.318,0.5,0.182,-0.136
0x1f473,0.143,0.095,0.762,0.619
0x1f302,0.143,0.476,0.381,0.238
0x1f68c,0.143,0.524,0.333,0.19
0x2669,0.048,0.381,0.571,0.524
0x1f361,0.286,0.476,0.238,-0.048
0x2765,0.048,0.667,0.286,0.238
0x1f3a1,0.095,0.524,0.381,0.286
0x1f48c,0.15,0.2,0.65,0.5
0x1f429,0.05,0.55,0.4,0.35
0x1f31c,0.05,0.4,0.55,0.5
0x231a,0.15,0.5,0.35,0.2
0x1f6bf,0.1,0.2,0.7,0.6
0x1f416,0.05,0.75,0.2,0.15
0x1f506,0.05,0.35,0.6,0.55
0x1f31b,0.05,0.35,0.6,0.55
0x1f482,0.45,0.25,0.3,-0.15
0x1f414,0.1,0.5,0.4,0.3
0x1f64e,0.45,0.15,0.4,-0.05
0x1f3e9,0.158,0.263,0.579,0.421
0x1f1eb,0.053,0.421,0.526,0.474
0x1f528,0.368,0.368,0.263,-0.105
0x1f4e2,0.053,0.474,0.474,0.421
0x1f426,0.053,0.474,0.474,0.421
0x1f432,0.158,0.737,0.105,-0.053
0x267b,0.053,0.421,0.526,0.474
0x1f318,0.053,0.316,0.632,0.579
0x1f350,0.316,0.211,0.474,0.158
0x1f314,0.053,0.316,0.632,0.579
0x2565,0.368,0.158,0.474,0.105
0x274a,0.053,0.895,0.053,0
0x1f456,0.111,0.444,0.444,0.333
0x1f6ba,0.167,0.5,0.333,0.167
0x1f617,0.111,0.167,0.722,0.611
0x1f3ad,0.333,0.333,0.333,0
0x1f404,0.167,0.389,0.444,0.278
0x25df,0.167,0.722,0.111,-0.056
0x1f362,0.333,0.444,0.222,-0.111
0x1f3a8,0.111,0.611,0.278,0.167
0x2b07,0.167,0.278,0.556,0.389
0x1f6bc,0.056,0.333,0.611,0.556
0x26f2,0.111,0.722,0.167,0.056
0x2581,0.056,0.889,0.056,0
0x1f1f4,0.056,0.556,0.389,0.333
0x1f317,0.056,0.278,0.667,0.611
0x1f316,0.056,0.278,0.667,0.611
0x1f505,0.056,0.056,0.889,0.833
0x1f45c,0.176,0.412,0.412,0.235
0x1f40c,0.059,0.235,0.706,0.647
0x1f4bc,0.118,0.235,0.647,0.529
0x1f695,0.235,0.529,0.235,0
0x1f439,0.235,0.235,0.529,0.294
0x1f320,0.176,0.118,0.706,0.529
0x1f408,0.059,0.588,0.353,0.294
0x21e7,0.059,0.765,0.176,0.118
0x260e,0.176,0.647,0.176,0
0x1f301,0.118,0.588,0.294,0.176
0x26ab,0.235,0.294,0.471,0.235
0x2667,0.059,0.412,0.529,0.471
0x1f3f0,0.118,0.471,0.412,0.294
0x1f6b5,0.059,0.529,0.412,0.353
0x1f3a2,0.118,0.294,0.588,0.471
0x1f3b7,0.059,0.235,0.706,0.647
0x1f390,0.059,0.706,0.235,0.176
0x2508,0.765,0.059,0.176,-0.588
0x2557,0.059,0.529,0.412,0.353
0x2571,0.059,0.882,0.059,0
0x1f307,0.063,0.375,0.563,0.5
0x23f0,0.188,0.188,0.625,0.438
0x21e9,0.063,0.875,0.063,0
0x1f682,0.063,0.625,0.313,0.25
0x25e0,0.063,0.438,0.5,0.438
0x1f3bf,0.125,0.375,0.5,0.375
0x2726,0.063,0.813,0.125,0.063
0x1f194,0.063,0.125,0.813,0.75
0x26ea,0.188,0.5,0.313,0.125
0x1f312,0.063,0.313,0.625,0.563
0x1f42a,0.063,0.313,0.625,0.563
0x2554,0.063,0.625,0.313,0.25
0x255d,0.063,0.438,0.5,0.438
0x1f454,0.2,0.267,0.533,0.333
0x1f531,0.267,0.4,0.333,0.067
0x1f193,0.067,0.667,0.267,0.2
0x1f40b,0.2,0.4,0.4,0.2
0x25bd,0.133,0.333,0.533,0.4
0x2582,0.067,0.867,0.067,0
0x1f41b,0.2,0.333,0.467,0.267
0x1f455,0.133,0.333,0.533,0.4
0x1f68b,0.067,0.8,0.133,0.067
0x1f4b3,0.133,0.333,0.533,0.4
0x1f306,0.2,0.467,0.333,0.133
0x1f3e7,0.067,0.067,0.867,0.8
0x1f4a1,0.067,0.267,0.667,0.6
0x1f539,0.2,0.467,0.333,0.133
0x2b05,0.067,0.4,0.533,0.467
0x1f360,0.4,0.2,0.4,0
0x1f42b,0.067,0.533,0.4,0.333
0x1f3ea,0.2,0.533,0.267,0.067
0x6e9,0.067,0.867,0.067,0
0x1f1f1,0.067,0.467,0.467,0.4
0x1f4f9,0.143,0.286,0.571,0.429
0x1f45e,0.143,0.286,0.571,0.429
0x1f691,0.286,0.357,0.357,0.071
0x1f198,0.357,0.214,0.429,0.071
0x1f45a,0.071,0.286,0.643,0.571
0x1f68d,0.357,0.214,0.429,0.071
0x25a1,0.571,0.071,0.357,-0.214
0x1f402,0.143,0.571,0.286,0.143
0x1f6a3,0.071,0.286,0.643,0.571
0x2733,0.071,0.857,0.071,0
0x1f3c9,0.071,0.357,0.571,0.5
0x1f5fb,0.071,0.286,0.643,0.571
0x1f400,0.143,0.571,0.286,0.143
0x2566,0.071,0.5,0.429,0.357
0x26fa,0.154,0.231,0.615,0.462
0x1f415,0.154,0.462,0.385,0.231
0x1f3c2,0.154,0.308,0.538,0.385
0x1f461,0.154,0.308,0.538,0.385
0x1f4fb,0.154,0.385,0.462,0.308
0x2712,0.154,0.462,0.385,0.231
0x1f330,0.077,0.308,0.615,0.538
0x1f3e2,0.077,0.692,0.231,0.154
0x1f392,0.154,0.231,0.615,0.462
0x2312,0.077,0.308,0.615,0.538
0x1f3eb,0.538,0.154,0.308,-0.231
0x1f4f4,0.154,0.077,0.769,0.615
0x1f6a2,0.308,0.154,0.538,0.231
0x1f69a,0.231,0.615,0.154,-0.077
0x1f409,0.077,0.692,0.231,0.154
0x2752,0.077,0.615,0.308,0.231
0x1f40a,0.231,0.462,0.308,0.077
0x1f514,0.077,0.077,0.846,0.769
0x25e2,0.077,0.231,0.692,0.615
0x1f3e5,0.167,0.417,0.417,0.25
0x2754,0.333,0.333,0.333,0
0x1f696,0.333,0.417,0.25,-0.083
0x1f0cf,0.333,0.25,0.417,0.083
0x25bc,0.25,0.417,0.333,0.083
0x258c,0.417,0.417,0.167,-0.25
0x261b,0.083,0.5,0.417,0.333
0x2729,0.083,0.833,0.083,0
0x1f492,0.083,0.333,0.583,0.5
0x1f6a4,0.083,0.5,0.417,0.333
0x1f410,0.083,0.417,0.5,0.417
0x25a0,0.5,0.25,0.25,-0.25
