0x1f51a,0.167,0.333,0.5,0.333
0x1f3bb,0.083,0.5,0.417,0.333
0x1f537,0.083,0.667,0.25,0.167
0x1f6a6,0.25,0.417,0.333,0.083
0x1f513,0.333,0.25,0.417,0.083
0x1f3bd,0.083,0.417,0.5,0.417
0x1f4c5,0.25,0.333,0.417,0.167
0x1f3ba,0.167,0.083,0.75,0.583
0x272f,0.083,0.833,0.083,0
0x1f348,0.583,0.167,0.25,-0.333
0x2709,0.167,0.417,0.417,0.25
0x2563,0.083,0.833,0.083,0
0x25e4,0.083,0.083,0.833,0.75
0x25cb,0.091,0.364,0.545,0.455
0x1f37c,0.182,0.182,0.636,0.455
0x1f4c0,0.182,0.545,0.273,0.091
0x1f69b,0.273,0.636,0.091,-0.182
0x1f4d3,0.182,0.455,0.364,0.182
0x2609,0.091,0.636,0.273,0.182
0x1f4b4,0.364,0.455,0.182,-0.182
0x253c,0.273,0.455,0.273,0
0x1f403,0.091,0.818,0.091,0
0x27b0,0.455,0.182,0.364,-0.091
0x1f50c,0.364,0.364,0.273,-0.091
0x1f344,0.273,0.455,0.273,0
0x1f4d5,0.182,0.455,0.364,0.182
0x1f4e3,0.182,0.273,0.545,0.364
0x1f693,0.091,0.545,0.364,0.273
0x1f417,0.091,0.364,0.545,0.455
0x21aa,0.091,0.727,0.182,0.091
0x26f3,0.091,0.182,0.727,0.636
0x253b,0.636,0.091,0.273,-0.364
0x251b,0.091,0.273,0.636,0.545
0x2503,0.091,0.455,0.455,0.364
0x1f471,0.2,0.5,0.3,0.1
0x23f3,0.4,0.2,0.4,0
0x1f4ba,0.2,0.4,0.4,0.2
0x1f3c7,0.4,0.3,0.3,-0.1
0x263b,0.2,0.4,0.4,0.2
0x1f4de,0.1,0.4,0.5,0.4
0x24b6,0.3,0.5,0.2,-0.1
0x1f309,0.1,0.3,0.6,0.5
0x1f6a9,0.4,0.4,0.2,-0.2
0x270e,0.1,0.3,0.6,0.5
0x1f4c3,0.1,0.4,0.5,0.4
0x1f3e8,0.1,0.6,0.3,0.2
0x1f4cc,0.6,0.2,0.2,-0.4
0x264e,0.3,0.5,0.2,-0.1
0x1f4b7,0.1,0.4,0.5,0.4
0x1f684,0.1,0.3,0.6,0.5
0x25b2,0.1,0.3,0.6,0.5
0x26f5,0.1,0.3,0.6,0.5
0x1f538,0.1,0.6,0.3,0.2
0x231b,0.3,0.3,0.4,0.1
0x1f69c,0.1,0.1,0.8,0.7
0x1f406,0.1,0.5,0.4,0.3
0x1f452,0.2,0.4,0.4,0.2
0x2755,0.2,0.4,0.4,0.2
0x1f51b,0.2,0.2,0.6,0.4
0x2662,0.1,0.5,0.4,0.3
0x1f1f2,0.1,0.4,0.5,0.4
0x2745,0.1,0.2,0.7,0.6
0x1f45d,0.222,0.222,0.556,0.333
0x271e,0.111,0.444,0.444,0.333
0x25e1,0.111,0.556,0.333,0.222
0x1f38b,0.222,0.111,0.667,0.444
0x1f465,0.222,0.333,0.444,0.222
0x1f4f5,0.222,0.444,0.333,0.111
0x1f421,0.111,0.556,0.333,0.222
0x25c6,0.111,0.222,0.667,0.556
0x1f3ef,0.111,0.667,0.222,0.111
0x2602,0.222,0.556,0.222,0
0x1f52d,0.111,0.444,0.444,0.333
0x1f3aa,0.111,0.556,0.333,0.222
0x1f41c,0.111,0.333,0.556,0.444
0x264c,0.111,0.222,0.667,0.556
0x2610,0.778,0.111,0.111,-0.667
0x1f477,0.222,0.333,0.444,0.222
0x21b3,0.111,0.778,0.111,0
0x1f508,0.111,0.556,0.333,0.222
0x1f4c4,0.111,0.111,0.778,0.667
0x1f4cd,0.222,0.444,0.333,0.111
0x1f690,0.111,0.222,0.667,0.556
0x1f694,0.222,0.556,0.222,0
0x1f30b,0.111,0.333,0.556,0.444
0x1f4e1,0.222,0.333,0.444,0.222
0x23e9,0.111,0.667,0.222,0.111
0x1f6b3,0.111,0.111,0.778,0.667
0x2718,0.111,0.222,0.667,0.556
0x6de,0.111,0.778,0.111,0
0x263e,0.111,0.778,0.111,0
0x1f170,0.222,0.333,0.444,0.222
0x1f4e5,0.111,0.778,0.111,0
0x1f1fc,0.111,0.444,0.444,0.333
0x2513,0.111,0.333,0.556,0.444
0x2523,0.111,0.333,0.556,0.444
0x24c1,0.111,0.444,0.444,0.333
0x24ba,0.111,0.444,0.444,0.333
0x1f526,0.125,0.75,0.125,0
0x1f464,0.125,0.25,0.625,0.5
0x1f681,0.125,0.625,0.25,0.125
0x1f3a0,0.125,0.375,0.5,0.375
0x1f401,0.375,0.5,0.125,-0.25
0x1f4d7,0.25,0.375,0.375,0.125
0x2510,0.375,0.375,0.25,-0.125
0x262e,0.375,0.25,0.375,0
0x2642,0.125,0.625,0.25,0.125
0x25de,0.25,0.5,0.25,0
0x1f4ef,0.25,0.625,0.125,-0.125
0x1f529,0.25,0.375,0.375,0.125
0x1f462,0.125,0.25,0.625,0.5
0x25c2,0.125,0.5,0.375,0.25
0x1f4f0,0.25,0.25,0.5,0.25
0x1f4f6,0.125,0.5,0.375,0.25
0x1f6a5,0.25,0.5,0.25,0
0x1f304,0.125,0.625,0.25,0.125
0x1f5fe,0.125,0.5,0.375,0.25
0x1f536,0.125,0.5,0.375,0.25
0x1f3e4,0.125,0.5,0.375,0.25
0x1f3a9,0.125,0.5,0.375,0.25
0x24c2,0.25,0.25,0.5,0.25
0x1f527,0.625,0.125,0.25,-0.375
0x1f405,0.125,0.625,0.25,0.125
0x266e,0.125,0.625,0.25,0.125
0x1f17e,0.375,0.375,0.25,-0.125
0x1f504,0.125,0.75,0.125,0
0x2604,0.125,0.75,0.125,0
0x2628,0.125,0.75,0.125,0
